,coefficients,scaled_coefficients,train_rmse,train_gof,test_rmse,test_gof,logged_distance,logged_driving_time,logged_total_time,logged_fuel_consumption,logged_propulsion_energy,logged_brake_energy,logged_start_time_of_first_trip,logged_end_time_of_last_trip,logged_number_of_trips,ev_distance,ev_driving_time,ev_total_time,ev_opportunistic_charge_total_events,ev_opportunistic_charge_time,ev_opportunistic_charge_energy,ev_opportunistic_potential_charge_events,ev_opportunistic_potential_charge_time,ev_battery_propulsion_energy,ev_battery_regen_energy,ev_battery_max_propulsion_power,ev_battery_max_regen_power,ev_min_soc,ev_average_soc,ev_end_of_day_soc,ev_fuel_saved,avit_name,file_name
0,[0.01205004 2.70649843],[33624.19748472 28413.85638744],27861.0,0.78,27637.0,0.78,427973.6111111111,27677.0,354763.0,0.15311341666666664,2225395516.8670416,-180229163.4978194,21:13:25,23:46:08,41.0,29781.94444444444,1988.0,41940.0,2,890.9246764828215,7795590.919224688,2,39876.0,-239552595.3368981,7479248.680360309,-351285.12818127614,215909.5345908528,-0.00041884581955442134,0.7134749708816945,0,0.012608569444444443,1234,datalog.csv
